Family,Name,SMILES,Set,T (K),Exp. Viscosity (Pa.s),Pred. Viscosity (Pa.s),A,F,G,X1,X9,X10,X11,X13,X18,X20,Y1,Y2,Y5,Y14,Y15,Y17,Y23
Alcohols,1-decanol,CCCCCCCCCCO,Prediction,313.2,,0.03838,158.3,2971.6,-15.6,10,0.78977273,8.507012,2.241826,0.08724073,0.094987,30.385158,22,1,0,0,0,1,0
Alcohols,1-dodecanol,CCCCCCCCCCCCO,Prediction,288.2,,0.025,186.3,3160,-18,12,0.78467909,8.566063,2.25882,0.08957422,0.079838,31.432805,26,1,0,0,0,1,0
Alcohols,1-dodecanol,CCCCCCCCCCCCO,Prediction,313.2,,0.00633,186.3,3160,-18,12,0.78467909,8.566063,2.25882,0.08957422,0.079838,31.432805,26,1,0,0,0,1,0
Alcohols,1-heptanol,CCCCCCCO,Prediction,253.2,,0.90473,116.2,2689.2,-18,7,0.79365079,8.365587,2.193398,0.026777,0.108551,27.312899,16,1,0,0,0,1,0
Alcohols,1-heptanol,CCCCCCCO,Prediction,288.2,,0.09767,116.2,2689.2,-18,7,0.79365079,8.365587,2.193398,0.026777,0.108551,27.312899,16,1,0,0,0,1,0
Alcohols,1-heptanol,CCCCCCCO,Prediction,313.2,,0.03039,116.2,2689.2,-18,7,0.79365079,8.365587,2.193398,0.026777,0.108551,27.312899,16,1,0,0,0,1,0
Alcohols,1-hexadecanol,CCCCCCCCCCCCCCCCO,Training,343.1,0.016,0.01499,242.4,3536.6,-19.8,16,0.78769841,8.6434,2.278332,0.15910783,0.07186,35.541742,34,1,0,0,0,1,0
Alcohols,1-hexadecanol,CCCCCCCCCCCCCCCCO,Validation,353.1,0.0111,0.01076,242.4,3536.6,-19.8,16,0.78769841,8.6434,2.278332,0.15910783,0.07186,35.541742,34,1,0,0,0,1,0
Alcohols,1-hexanol,CCCCCCO,Prediction,253.2,,2.38318,102.2,3637.1,-19.5,6,0.78467909,8.292883,2.164062,0.01418356,0.120072,26.237087,14,1,0,0,0,1,0
Alcohols,1-hexanol,CCCCCCO,Prediction,288.2,,0.22087,102.2,3637.1,-19.5,6,0.78467909,8.292883,2.164062,0.01418356,0.120072,26.237087,14,1,0,0,0,1,0
Alcohols,1-hexanol,CCCCCCO,Prediction,313.2,,0.0614,102.2,3637.1,-19.5,6,0.78467909,8.292883,2.164062,0.01418356,0.120072,26.237087,14,1,0,0,0,1,0
Alcohols,1-hexanol,CCCCCCO,Training,323.1,0.0362,0.03939,102.2,3637.1,-19.5,6,0.78467909,8.292883,2.164062,0.01418356,0.120072,26.237087,14,1,0,0,0,1,0
Alcohols,1-hexanol,CCCCCCO,Training,418.1,0.00231,0.00207,102.2,3637.1,-19.5,6,0.78467909,8.292883,2.164062,0.01418356,0.120072,26.237087,14,1,0,0,0,1,0
Alcohols,1-nonanol,CCCCCCCCCO,Prediction,253.2,,0.18835,144.3,2877.5,-18.5,9,0.79734848,8.468955,2.229884,0.07468739,0.102742,29.577822,20,1,0,0,0,1,0
Alcohols,1-nonanol,CCCCCCCCCO,Prediction,288.2,,0.02577,144.3,2877.5,-18.5,9,0.79734848,8.468955,2.229884,0.07468739,0.102742,29.577822,20,1,0,0,0,1,0
Alcohols,1-nonanol,CCCCCCCCCO,Training,298.1,0.01592,0.01665,144.3,2877.5,-18.5,9,0.79734848,8.468955,2.229884,0.07468739,0.102742,29.577822,20,1,0,0,0,1,0
Alcohols,1-nonanol,CCCCCCCCCO,Training,308.1,0.01132,0.01124,144.3,2877.5,-18.5,9,0.79734848,8.468955,2.229884,0.07468739,0.102742,29.577822,20,1,0,0,0,1,0
Alcohols,1-octanol,CCCCCCCCO,Prediction,253.2,,0.41454,130.2,3044.2,-18.6,8,0.78977273,8.422782,2.214328,0.06212509,0.108606,28.617024,18,1,0,0,0,1,0
Alcohols,1-octanol,CCCCCCCCO,Prediction,288.2,,0.05268,130.2,3044.2,-18.6,8,0.78977273,8.422782,2.214328,0.06212509,0.108606,28.617024,18,1,0,0,0,1,0
Alcohols,1-octanol,CCCCCCCCO,Prediction,313.2,,0.01824,130.2,3044.2,-18.6,8,0.78977273,8.422782,2.214328,0.06212509,0.108606,28.617024,18,1,0,0,0,1,0
Alcohols,1-pentanol,CCCCCO,Prediction,253.2,,0.3714,88.1,3230.8,-18.9,5,0.79454545,8.197361,2.120694,0.02429051,0.143913,25.898727,12,1,0,0,0,1,0
Alcohols,1-pentanol,CCCCCO,Prediction,288.2,,0.04699,88.1,3230.8,-18.9,5,0.79454545,8.197361,2.120694,0.02429051,0.143913,25.898727,12,1,0,0,0,1,0
Alcohols,1-pentanol,CCCCCO,Prediction,313.2,,0.01633,88.1,3230.8,-18.9,5,0.79454545,8.197361,2.120694,0.02429051,0.143913,25.898727,12,1,0,0,0,1,0
Alcohols,1-propanol,CCCO,Training,173.1,0.538,0.44882,60.1,2084.4,-17.4,3,0.78977273,7.875,1.930556,-0.000122167,0.188394,24.432595,8,1,0,0,0,1,0
Alcohols,1-propanol,CCCO,Test,183.1,0.2195,0.20753,60.1,2084.4,-17.4,3,0.78977273,7.875,1.930556,-0.000122167,0.188394,24.432595,8,1,0,0,0,1,0
Alcohols,1-propanol,CCCO,Training,193.1,0.105,0.10488,60.1,2084.4,-17.4,3,0.78977273,7.875,1.930556,-0.000122167,0.188394,24.432595,8,1,0,0,0,1,0
Alcohols,1-propanol,CCCO,Training,203.1,0.0573,0.05725,60.1,2084.4,-17.4,3,0.78977273,7.875,1.930556,-0.000122167,0.188394,24.432595,8,1,0,0,0,1,0
Alcohols,1-propanol,CCCO,Training,213.1,0.034,0.03341,60.1,2084.4,-17.4,3,0.78977273,7.875,1.930556,-0.000122167,0.188394,24.432595,8,1,0,0,0,1,0
Alcohols,1-propanol,CCCO,Validation,223.1,0.0216,0.02067,60.1,2084.4,-17.4,3,0.78977273,7.875,1.930556,-0.000122167,0.188394,24.432595,8,1,0,0,0,1,0
Alcohols,1-propanol,CCCO,Training,233.1,0.01392,0.01344,60.1,2084.4,-17.4,3,0.78977273,7.875,1.930556,-0.000122167,0.188394,24.432595,8,1,0,0,0,1,0
Alcohols,1-propanol,CCCO,Training,243.1,0.00984,0.00912,60.1,2084.4,-17.4,3,0.78977273,7.875,1.930556,-0.000122167,0.188394,24.432595,8,1,0,0,0,1,0
Alcohols,1-propanol,CCCO,Training,253.1,0.00698,0.00642,60.1,2084.4,-17.4,3,0.78977273,7.875,1.930556,-0.000122167,0.188394,24.432595,8,1,0,0,0,1,0
Alcohols,1-propanol,CCCO,Training,263.1,0.00506,0.00467,60.1,2084.4,-17.4,3,0.78977273,7.875,1.930556,-0.000122167,0.188394,24.432595,8,1,0,0,0,1,0
Alcohols,1-propanol,CCCO,Validation,273.1,0.00381,0.00349,60.1,2084.4,-17.4,3,0.78977273,7.875,1.930556,-0.000122167,0.188394,24.432595,8,1,0,0,0,1,0
Alcohols,1-propanol,CCCO,Validation,283.1,0.00287,0.00266,60.1,2084.4,-17.4,3,0.78977273,7.875,1.930556,-0.000122167,0.188394,24.432595,8,1,0,0,0,1,0
Alcohols,1-propanol,CCCO,Training,288.1,0.00232,0.00235,60.1,2084.4,-17.4,3,0.78977273,7.875,1.930556,-0.000122167,0.188394,24.432595,8,1,0,0,0,1,0
Alcohols,1-propanol,CCCO,Training,293.1,0.00222,0.00207,60.1,2084.4,-17.4,3,0.78977273,7.875,1.930556,-0.000122167,0.188394,24.432595,8,1,0,0,0,1,0
Alcohols,1-propanol,CCCO,Training,298.1,0.00194,0.00184,60.1,2084.4,-17.4,3,0.78977273,7.875,1.930556,-0.000122167,0.188394,24.432595,8,1,0,0,0,1,0
Alcohols,1-propanol,CCCO,Training,303.1,0.00171,0.00164,60.1,2084.4,-17.4,3,0.78977273,7.875,1.930556,-0.000122167,0.188394,24.432595,8,1,0,0,0,1,0
Alcohols,1-propanol,CCCO,Training,308.1,0.0015,0.00147,60.1,2084.4,-17.4,3,0.78977273,7.875,1.930556,-0.000122167,0.188394,24.432595,8,1,0,0,0,1,0
Alcohols,1-propanol,CCCO,Training,313.1,0.00138,0.00132,60.1,2084.4,-17.4,3,0.78977273,7.875,1.930556,-0.000122167,0.188394,24.432595,8,1,0,0,0,1,0
Alcohols,1-propanol,CCCO,Test,318.1,0.00123,0.00119,60.1,2084.4,-17.4,3,0.78977273,7.875,1.930556,-0.000122167,0.188394,24.432595,8,1,0,0,0,1,0
Alcohols,1-propanol,CCCO,Training,328.1,0.00099,0.00097,60.1,2084.4,-17.4,3,0.78977273,7.875,1.930556,-0.000122167,0.188394,24.432595,8,1,0,0,0,1,0
Alcohols,1-propanol,CCCO,Training,333.1,0.00088,0.00088,60.1,2084.4,-17.4,3,0.78977273,7.875,1.930556,-0.000122167,0.188394,24.432595,8,1,0,0,0,1,0
Alcohols,1-propanol,CCCO,Training,353.1,0.00063,0.00062,60.1,2084.4,-17.4,3,0.78977273,7.875,1.930556,-0.000122167,0.188394,24.432595,8,1,0,0,0,1,0
Alcohols,1-propanol,CCCO,Training,363.1,0.00054,0.00053,60.1,2084.4,-17.4,3,0.78977273,7.875,1.930556,-0.000122167,0.188394,24.432595,8,1,0,0,0,1,0
Alcohols,1-tetradecanol,CCCCCCCCCCCCCCO,Prediction,313.2,,0.00766,214.4,1590.9,-17.1,14,0.78977273,8.609759,2.27022,0.1436357,0.076486,33.816885,30,1,0,0,0,1,0
Alcohols,1-tridecanol,CCCCCCCCCCCCCO,Prediction,313.2,,0.02196,200.4,3254.1,-20,13,0.79365079,8.58943,2.265039,0.10963632,0.073508,32.335062,28,1,0,0,0,1,0
Alcohols,1-undecanol,CCCCCCCCCCCO,Training,298.1,0.0091,0.00911,172.3,2141.1,-16.8,11,0.79365079,8.538923,2.251238,0.09978702,0.089567,31.279479,24,1,0,0,0,1,0
Alcohols,1-undecanol,CCCCCCCCCCCO,Prediction,313.2,,0.00545,172.3,2141.1,-16.8,11,0.79365079,8.538923,2.251238,0.09978702,0.089567,31.279479,24,1,0,0,0,1,0
Alcohols,"1,2-butanediol",CCC(O)CO,Prediction,253.2,,0.05825,90.1,4164.1,-19.7,5,0.61042184,16.501434,1.820324,0.05984828,0.245896,38.177432,10,1,0,0,0,2,0
Alcohols,"1,2-butanediol",CCC(O)CO,Validation,293.1,0.00895,0.00884,90.1,4164.1,-19.7,5,0.61042184,16.501434,1.820324,0.05984828,0.245896,38.177432,10,1,0,0,0,2,0
Alcohols,"1,2-butanediol",CCC(O)CO,Prediction,313.2,,0.00446,90.1,4164.1,-19.7,5,0.61042184,16.501434,1.820324,0.05984828,0.245896,38.177432,10,1,0,0,0,2,0
Alcohols,"1,2-propylene glycol",OCC(C)O,Prediction,253.2,,3712.36594,76.1,734.9,-14.5,4,0.63461538,16.004629,1.527778,0.05795288,0.281769,38.354803,8,1,0,0,0,2,0
Alcohols,"1,2-propylene glycol",OCC(C)O,Prediction,288.2,,3.16051,76.1,734.9,-14.5,4,0.63461538,16.004629,1.527778,0.05795288,0.281769,38.354803,8,1,0,0,0,2,0
Alcohols,"1,2-propylene glycol",OCC(C)O,Prediction,313.2,,0.21715,76.1,734.9,-14.5,4,0.63461538,16.004629,1.527778,0.05795288,0.281769,38.354803,8,1,0,0,0,2,0
Alcohols,"1,2,3-butanetriol",OCC(O)C(C)O,Prediction,288.2,,0.03089,106.1,2294,-17.2,6,0.63888889,24.94125,1.417546,-0.03301722,0.282353,47.75457,10,1,0,0,0,3,0
Alcohols,"1,2,3-butanetriol",OCC(O)C(C)O,Prediction,313.2,,0.01131,106.1,2294,-17.2,6,0.63888889,24.94125,1.417546,-0.03301722,0.282353,47.75457,10,1,0,0,0,3,0
Alcohols,"1,2,4-butanetriol",OCCC(O)CO,Prediction,313.2,,9.28725,106.1,2155.6,-17.1,6,0.64219114,24.649351,0,0.0069151,0.288565,53.796557,10,0,0,0,0,3,0
Alcohols,"1,3-butanediol",OCCC(C)O,Prediction,253.2,,3803.56464,90.1,2406.7,-17.1,5,0.62139423,16.469028,1.649028,-0.00720686,0.231996,38.320137,10,1,0,0,0,2,0
Alcohols,"1,3-butanediol",OCCC(C)O,Prediction,288.2,,5.72491,90.1,2406.7,-17.1,5,0.62139423,16.469028,1.649028,-0.00720686,0.231996,38.320137,10,1,0,0,0,2,0
Alcohols,"1,3-butanediol",OCCC(C)O,Prediction,313.2,,0.3107,90.1,2406.7,-17.1,5,0.62139423,16.469028,1.649028,-0.00720686,0.231996,38.320137,10,1,0,0,0,2,0
Alcohols,"1,3-di-tert-butyl glycerin",OC(COC(C)(C)C)COC(C)(C)C,Prediction,313.2,,0.02562,204.3,3828.9,-19.2,13,0.67474048,9.525833,11.775805,0.12292068,0.124461,27.087048,24,6,0,0,0,1,2
Alcohols,"1,3-propylene glycol",OCCCO,Prediction,253.2,,8.69747,76.1,4032.1,-19.3,4,0.75568182,15.8125,0,0.00370813,0.282683,43.444313,8,0,0,0,0,2,0
Alcohols,"1,3-propylene glycol",OCCCO,Prediction,288.2,,0.19607,76.1,4032.1,-19.3,4,0.75568182,15.8125,0,0.00370813,0.282683,43.444313,8,0,0,0,0,2,0
Alcohols,"1,3-propylene glycol",OCCCO,Prediction,313.2,,0.03955,76.1,4032.1,-19.3,4,0.75568182,15.8125,0,0.00370813,0.282683,43.444313,8,0,0,0,0,2,0
Alcohols,"1,4-butanediol",OCCCCO,Prediction,288.2,,0.00875,90.1,1894.1,-15.3,5,0.78968254,16.172501,0,0.0158123,0.250218,44.481464,10,0,0,0,0,2,0
Alcohols,"1,4-butanediol",OCCCCO,Prediction,313.2,,0.00287,90.1,1894.1,-15.3,5,0.78968254,16.172501,0,0.0158123,0.250218,44.481464,10,0,0,0,0,2,0
Alcohols,"1,5-pentanediol",OCCCCCO,Prediction,288.2,,56902323.68,104.1,4220.4,-21.5,6,0.76893939,16.422501,0,0.03111707,0.225846,45.061807,12,0,0,0,0,2,0
Alcohols,"1,5-pentanediol",OCCCCCO,Prediction,313.2,,4119.71523,104.1,4220.4,-21.5,6,0.76893939,16.422501,0,0.03111707,0.225846,45.061807,12,0,0,0,0,2,0
Alcohols,"1,6-hexanediol",OCCCCCCO,Prediction,288.2,,0.0066,118.2,1602.8,-16.3,7,0.79356061,16.606174,0,0.02037995,0.193495,44.818167,14,0,0,0,0,2,0
Alcohols,"1,6-hexanediol",OCCCCCCO,Prediction,313.2,,0.0026,118.2,1602.8,-16.3,7,0.79356061,16.606174,0,0.02037995,0.193495,44.818167,14,0,0,0,0,2,0
Alcohols,2-butanol,CCC(C)O,Prediction,253.2,,0.02401,74.1,2599.7,-18.8,4,0.63717949,8.361111,3.726852,0.04621589,0.156413,20.131826,10,2,0,0,0,1,0
Alcohols,2-butanol,CCC(C)O,Training,288.1,0.00465,0.00469,74.1,2599.7,-18.8,4,0.63717949,8.361111,3.726852,0.04621589,0.156413,20.131826,10,2,0,0,0,1,0
Alcohols,2-butanol,CCC(C)O,Training,293.1,0.00353,0.00387,74.1,2599.7,-18.8,4,0.63717949,8.361111,3.726852,0.04621589,0.156413,20.131826,10,2,0,0,0,1,0
Alcohols,2-butanol,CCC(C)O,Training,298.1,0.00308,0.00322,74.1,2599.7,-18.8,4,0.63717949,8.361111,3.726852,0.04621589,0.156413,20.131826,10,2,0,0,0,1,0
Alcohols,2-butanol,CCC(C)O,Validation,303.1,0.00267,0.00271,74.1,2599.7,-18.8,4,0.63717949,8.361111,3.726852,0.04621589,0.156413,20.131826,10,2,0,0,0,1,0
Alcohols,2-butanol,CCC(C)O,Training,308.1,0.00231,0.00229,74.1,2599.7,-18.8,4,0.63717949,8.361111,3.726852,0.04621589,0.156413,20.131826,10,2,0,0,0,1,0
Alcohols,2-butanol,CCC(C)O,Training,313.1,0.0018,0.00195,74.1,2599.7,-18.8,4,0.63717949,8.361111,3.726852,0.04621589,0.156413,20.131826,10,2,0,0,0,1,0
Alcohols,2-butyl-1-decanol,CCCCCCCCC(CO)CCCC,Prediction,313.2,,0.03477,214.4,2197.6,-18.7,14,0.74452003,9.193414,4.4779,0.25303232,0.083332,30.663099,30,2,0,0,0,1,0
Alcohols,2-butyl-nonan-1-ol,CCCCCCCC(CO)CCCC,Prediction,288.2,,0.02714,200.4,1553.2,-15.6,13,0.71357143,9.155355,4.465732,0.20417384,0.089092,29.66431,28,2,0,0,0,1,0
Alcohols,2-butyl-nonan-1-ol,CCCCCCCC(CO)CCCC,Prediction,313.2,,0.0065,200.4,1553.2,-15.6,13,0.71357143,9.155355,4.465732,0.20417384,0.089092,29.66431,28,2,0,0,0,1,0
Alcohols,2-butyl-octan-1-ol,CCCCCCC(CO)CCCC,Prediction,288.2,,0.01683,186.3,1064.4,-16.2,12,0.70225127,9.109183,4.450522,0.22589234,0.079862,28.267063,26,2,0,0,0,1,0
Alcohols,2-butyl-octan-1-ol,CCCCCCC(CO)CCCC,Prediction,313.2,,0.00491,186.3,1064.4,-16.2,12,0.70225127,9.109183,4.450522,0.22589234,0.079862,28.267063,26,2,0,0,0,1,0
Alcohols,2-ethyl-1-butanol,CCC(CC)CO,Prediction,253.2,,580.63764,102.2,1982.5,-17.6,6,0.71203156,8.526018,4.203148,0.14204135,0.141692,24.067104,14,2,0,0,0,1,0
Alcohols,2-ethyl-1-butanol,CCC(CC)CO,Prediction,288.2,,1.33007,102.2,1982.5,-17.6,6,0.71203156,8.526018,4.203148,0.14204135,0.141692,24.067104,14,2,0,0,0,1,0
Alcohols,2-ethyl-1-butanol,CCC(CC)CO,Prediction,313.2,,0.09406,102.2,1982.5,-17.6,6,0.71203156,8.526018,4.203148,0.14204135,0.141692,24.067104,14,2,0,0,0,1,0
Alcohols,2-ethyl-1-hexanol,CCCCC(CC)CO,Prediction,253.2,,1.10596,130.2,3199.3,-19.4,8,0.6782364,8.752651,4.32008,0.17779192,0.130278,25.644484,18,2,0,0,0,1,0
Alcohols,2-ethyl-1-hexanol,CCCCC(CC)CO,Prediction,288.2,,0.03894,130.2,3199.3,-19.4,8,0.6782364,8.752651,4.32008,0.17779192,0.130278,25.644484,18,2,0,0,0,1,0
Alcohols,2-ethyl-1-hexanol,CCCCC(CC)CO,Prediction,313.2,,0.00936,130.2,3199.3,-19.4,8,0.6782364,8.752651,4.32008,0.17779192,0.130278,25.644484,18,2,0,0,0,1,0
Alcohols,2-heptanol,CCCCCC(C)O,Prediction,253.2,,0.09707,116.2,2492.2,-17.9,7,0.63151365,8.778994,4.011608,0.04950806,0.123795,22.732691,16,2,0,0,0,1,0
Alcohols,2-heptanol,CCCCCC(C)O,Prediction,288.2,,0.01374,116.2,2492.2,-17.9,7,0.63151365,8.778994,4.011608,0.04950806,0.123795,22.732691,16,2,0,0,0,1,0
Alcohols,2-heptanol,CCCCCC(C)O,Prediction,313.2,,0.00509,116.2,2492.2,-17.9,7,0.63151365,8.778994,4.011608,0.04950806,0.123795,22.732691,16,2,0,0,0,1,0
Alcohols,2-hexanol,CCCCC(C)O,Prediction,253.2,,0.05877,102.2,5720.2,-22.1,6,0.60049628,8.683473,3.956389,0.03695072,0.128911,21.857654,14,2,0,0,0,1,0
Alcohols,2-hexanol,CCCCC(C)O,Validation,278.1,0.01456,0.01385,102.2,5720.2,-22.1,6,0.60049628,8.683473,3.956389,0.03695072,0.128911,21.857654,14,2,0,0,0,1,0
Alcohols,2-hexanol,CCCCC(C)O,Training,288.1,0.00802,0.00858,102.2,5720.2,-22.1,6,0.60049628,8.683473,3.956389,0.03695072,0.128911,21.857654,14,2,0,0,0,1,0
Alcohols,2-hexanol,CCCCC(C)O,Training,298.1,0.00584,0.00559,102.2,5720.2,-22.1,6,0.60049628,8.683473,3.956389,0.03695072,0.128911,21.857654,14,2,0,0,0,1,0
Alcohols,2-hexanol,CCCCC(C)O,Training,308.1,0.00397,0.00381,102.2,5720.2,-22.1,6,0.60049628,8.683473,3.956389,0.03695072,0.128911,21.857654,14,2,0,0,0,1,0
Alcohols,2-hexanol,CCCCC(C)O,Prediction,313.2,,3.21995,102.2,5720.2,-22.1,6,0.60049628,8.683473,3.956389,0.03695072,0.128911,21.857654,14,2,0,0,0,1,0
Alcohols,2-hexanol,CCCCC(C)O,Training,318.1,0.00277,0.0027,102.2,5720.2,-22.1,6,0.60049628,8.683473,3.956389,0.03695072,0.128911,21.857654,14,2,0,0,0,1,0
Alcohols,2-hexanol,CCCCC(C)O,Training,328.1,0.00202,0.00199,102.2,5720.2,-22.1,6,0.60049628,8.683473,3.956389,0.03695072,0.128911,21.857654,14,2,0,0,0,1,0
Alcohols,2-methyl-1-butanol,CCC(C)CO,Prediction,253.2,,74698.99725,88.1,2538.7,-18.6,5,0.68082789,8.334768,4.098102,0.09266083,0.150059,23.723928,12,2,0,0,0,1,0
Alcohols,2-methyl-1-butanol,CCC(C)CO,Prediction,288.2,,95.92483,88.1,2538.7,-18.6,5,0.68082789,8.334768,4.098102,0.09266083,0.150059,23.723928,12,2,0,0,0,1,0
Alcohols,2-methyl-1-butanol,CCC(C)CO,Prediction,313.2,,5.63665,88.1,2538.7,-18.6,5,0.68082789,8.334768,4.098102,0.09266083,0.150059,23.723928,12,2,0,0,0,1,0
Alcohols,2-methyl-1-heptanol,CCCCCC(C)CO,Prediction,253.2,,0.05305,130.2,2296.5,-18.4,8,0.68021978,8.634106,4.290945,0.13652414,0.11477,25.88926,18,2,0,0,0,1,0
Alcohols,2-methyl-1-hexanol,CCCCC(C)CO,Prediction,253.2,,4.19861,116.2,2727,-18.8,7,0.67032967,8.561401,4.249756,0.12665518,0.137489,25.432298,16,2,0,0,0,1,0
Alcohols,2-methyl-1-hexanol,CCCCC(C)CO,Prediction,288.2,,0.09903,116.2,2727,-18.8,7,0.67032967,8.561401,4.249756,0.12665518,0.137489,25.432298,16,2,0,0,0,1,0
Alcohols,2-methyl-1-hexanol,CCCCC(C)CO,Prediction,313.2,,0.01782,116.2,2727,-18.8,7,0.67032967,8.561401,4.249756,0.12665518,0.137489,25.432298,16,2,0,0,0,1,0
Alcohols,2-methyl-1-pentanol,CCCC(C)CO,Prediction,253.2,,233.15279,102.2,4675.2,-20.3,6,0.69004525,8.465879,4.190139,0.11128253,0.137651,24.629465,14,2,0,0,0,1,0
Alcohols,2-methyl-1-pentanol,CCCC(C)CO,Prediction,288.2,,0.85691,102.2,4675.2,-20.3,6,0.69004525,8.465879,4.190139,0.11128253,0.137651,24.629465,14,2,0,0,0,1,0
Alcohols,2-methyl-1-pentanol,CCCC(C)CO,Prediction,313.2,,0.07542,102.2,4675.2,-20.3,6,0.69004525,8.465879,4.190139,0.11128253,0.137651,24.629465,14,2,0,0,0,1,0
Alcohols,2-methyl-1-propanol,OCC(C)C,Prediction,253.2,,0.122,74.1,2970.1,-19.2,4,0.64236111,8.143518,3.944444,0.04817855,0.1482,22.150209,10,2,0,0,0,1,0
Alcohols,2-methyl-1-propanol,OCC(C)C,Prediction,288.2,,0.01139,74.1,2970.1,-19.2,4,0.64236111,8.143518,3.944444,0.04817855,0.1482,22.150209,10,2,0,0,0,1,0
Alcohols,2-methyl-1-propanol,OCC(C)C,Prediction,313.2,,0.00373,74.1,2970.1,-19.2,4,0.64236111,8.143518,3.944444,0.04817855,0.1482,22.150209,10,2,0,0,0,1,0
